Stock_Number,Deletion,Chromosome,Background,Block,Raw_Phenotype,Numeric_Phenotype,Deletion_Set
9082,DF(3R)ED5474,3R,SAM,14,E,6,DrosDel
9082,DF(3R)ED5474,3R,SAM,14,F,5,DrosDel
9082,DF(3R)ED5474,3R,SAM,14,F,5,DrosDel
9082,DF(3R)ED5474,3R,SAM,14,F,5,DrosDel
9082,DF(3R)ED5474,3R,SAM,14,G,4,DrosDel
9082,DF(3R)ED5474,3R,SAM,14,G,4,DrosDel
9082,DF(3R)ED5474,3R,SAM,14,G,4,DrosDel
9082,DF(3R)ED5474,3R,SAM,14,G,4,DrosDel
9082,DF(3R)ED5474,3R,SAM,14,G,4,DrosDel
9083,DF(3R)ED5506,3R,SAM,10,F,5,DrosDel
9083,DF(3R)ED5506,3R,SAM,13,D,7,DrosDel
9083,DF(3R)ED5506,3R,SAM,13,D,7,DrosDel
9083,DF(3R)ED5506,3R,SAM,13,E,6,DrosDel
9083,DF(3R)ED5506,3R,SAM,13,E,6,DrosDel
9083,DF(3R)ED5506,3R,SAM,13,E,6,DrosDel
9083,DF(3R)ED5506,3R,SAM,13,F,5,DrosDel
9084,DF(3R)ED5518,3R,SAM,13,F,5,DrosDel
9084,DF(3R)ED5518,3R,SAM,13,G,4,DrosDel
9084,DF(3R)ED5518,3R,SAM,13,G,4,DrosDel
9084,DF(3R)ED5518,3R,SAM,13,G,4,DrosDel
9084,DF(3R)ED5518,3R,SAM,15,F,5,DrosDel
9084,DF(3R)ED5518,3R,SAM,15,F,5,DrosDel
9084,DF(3R)ED5518,3R,SAM,15,G,4,DrosDel
9084,DF(3R)ED5518,3R,SAM,15,G,4,DrosDel
9085,DF(3R)ED5554,3R,SAM,13,D,7,DrosDel
9085,DF(3R)ED5554,3R,SAM,13,D,7,DrosDel
9085,DF(3R)ED5554,3R,SAM,13,D,7,DrosDel
9085,DF(3R)ED5554,3R,SAM,13,E,6,DrosDel
9085,DF(3R)ED5554,3R,SAM,13,F,5,DrosDel
9086,DF(3R)ED5591,3R,SAM,15,E,6,DrosDel
9086,DF(3R)ED5591,3R,SAM,15,E,6,DrosDel
9086,DF(3R)ED5591,3R,SAM,15,F,5,DrosDel
9086,DF(3R)ED5591,3R,SAM,15,F,5,DrosDel
9086,DF(3R)ED5591,3R,SAM,15,F,5,DrosDel
9086,DF(3R)ED5591,3R,SAM,15,F,5,DrosDel
9086,DF(3R)ED5591,3R,SAM,15,F,5,DrosDel
9086,DF(3R)ED5591,3R,SAM,15,F,5,DrosDel
9086,DF(3R)ED5591,3R,SAM,15,G,4,DrosDel
9086,DF(3R)ED5591,3R,SAM,15,G,4,DrosDel
9086,DF(3R)ED5591,3R,SAM,16,E,6,DrosDel
9086,DF(3R)ED5591,3R,SAM,16,F,5,DrosDel
9086,DF(3R)ED5591,3R,SAM,16,F,5,DrosDel
9086,DF(3R)ED5591,3R,SAM,16,F,5,DrosDel
9087,DF(3R)ED5610,3R,SAM,10,D,7,DrosDel
9087,DF(3R)ED5610,3R,SAM,10,D,7,DrosDel
9087,DF(3R)ED5610,3R,SAM,10,D,7,DrosDel
9087,DF(3R)ED5610,3R,SAM,10,E,6,DrosDel
9087,DF(3R)ED5610,3R,SAM,10,E,6,DrosDel
9087,DF(3R)ED5610,3R,SAM,10,E,6,DrosDel
9087,DF(3R)ED5610,3R,SAM,10,F,5,DrosDel
9087,DF(3R)ED5610,3R,SAM,10,G,4,DrosDel
9087,DF(3R)ED5610,3R,SAM,10,G,4,DrosDel
9087,DF(3R)ED5610,3R,SAM,13,F,5,DrosDel
9087,DF(3R)ED5610,3R,SAM,13,F,5,DrosDel
9087,DF(3R)ED5610,3R,SAM,13,F,5,DrosDel
9087,DF(3R)ED5610,3R,SAM,13,F,5,DrosDel
9087,DF(3R)ED5610,3R,SAM,13,F,5,DrosDel
9087,DF(3R)ED5610,3R,SAM,13,F,5,DrosDel
9087,DF(3R)ED5610,3R,SAM,13,F,5,DrosDel
9088,DF(3R)ED5612,3R,SAM,11,D,7,DrosDel
9088,DF(3R)ED5612,3R,SAM,11,D,7,DrosDel
9088,DF(3R)ED5612,3R,SAM,11,D,7,DrosDel
9088,DF(3R)ED5612,3R,SAM,11,E,6,DrosDel
9088,DF(3R)ED5612,3R,SAM,11,E,6,DrosDel
9088,DF(3R)ED5612,3R,SAM,11,E,6,DrosDel
9089,DF(3R)ED5613,3R,SAM,10,D,7,DrosDel
9089,DF(3R)ED5613,3R,SAM,10,D,7,DrosDel
9089,DF(3R)ED5613,3R,SAM,10,D,7,DrosDel
9089,DF(3R)ED5613,3R,SAM,10,E,6,DrosDel
9089,DF(3R)ED5613,3R,SAM,10,E,6,DrosDel
9090,DF(3R)ED5644,3R,SAM,13,F,5,DrosDel
9090,DF(3R)ED5644,3R,SAM,13,F,5,DrosDel
9090,DF(3R)ED5644,3R,SAM,13,F,5,DrosDel
9090,DF(3R)ED5644,3R,SAM,13,F,5,DrosDel
9090,DF(3R)ED5644,3R,SAM,13,F,5,DrosDel
9090,DF(3R)ED5644,3R,SAM,13,F,5,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,F,5,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,G,4,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,G,4,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,G,4,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,G,4,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,G,4,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,G,4,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,G,4,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,G,4,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,G,4,DrosDel
9090,DF(3R)ED5644,3R,SAM,17,G,4,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,C,8,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,C,8,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,13,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,16,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,16,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,16,D,7,DrosDel
9091,DF(3R)ED6090,3R,SAM,16,D,7,DrosDel
9092,DF(3R)ED6091,3R,SAM,10,D,7,DrosDel
9092,DF(3R)ED6091,3R,SAM,14,D,7,DrosDel
9092,DF(3R)ED6091,3R,SAM,14,D,7,DrosDel
9092,DF(3R)ED6091,3R,SAM,14,D,7,DrosDel
9092,DF(3R)ED6091,3R,SAM,14,D,7,DrosDel
9092,DF(3R)ED6091,3R,SAM,14,D,7,DrosDel
9092,DF(3R)ED6091,3R,SAM,14,D,7,DrosDel
9092,DF(3R)ED6091,3R,SAM,14,D,7,DrosDel
9092,DF(3R)ED6091,3R,SAM,14,D,7,DrosDel
9092,DF(3R)ED6091,3R,SAM,14,E,6,DrosDel
9152,DF(3R)ED5705,3R,SAM,10,D,7,DrosDel
9152,DF(3R)ED5705,3R,SAM,10,D,7,DrosDel
9152,DF(3R)ED5705,3R,SAM,10,D,7,DrosDel
9152,DF(3R)ED5705,3R,SAM,10,D,7,DrosDel
9152,DF(3R)ED5705,3R,SAM,10,D,7,DrosDel
9152,DF(3R)ED5705,3R,SAM,10,D,7,DrosDel
9152,DF(3R)ED5705,3R,SAM,10,D,7,DrosDel
9152,DF(3R)ED5705,3R,SAM,10,D,7,DrosDel
9152,DF(3R)ED5705,3R,SAM,10,D,7,DrosDel
9152,DF(3R)ED5705,3R,SAM,10,D,7,DrosDel
9159,DF(3R)ED10257,3R,SAM,10,D,7,DrosDel
9159,DF(3R)ED10257,3R,SAM,10,D,7,DrosDel
9159,DF(3R)ED10257,3R,SAM,10,D,7,DrosDel
9159,DF(3R)ED10257,3R,SAM,10,D,7,DrosDel
9159,DF(3R)ED10257,3R,SAM,10,D,7,DrosDel
9159,DF(3R)ED10257,3R,SAM,10,D,7,DrosDel
9196,DF(3R)ED5021,3R,SAM,15,D,7,DrosDel
9196,DF(3R)ED5021,3R,SAM,15,D,7,DrosDel
9196,DF(3R)ED5021,3R,SAM,15,E,6,DrosDel
9196,DF(3R)ED5021,3R,SAM,15,E,6,DrosDel
9196,DF(3R)ED5021,3R,SAM,15,F,5,DrosDel
9197,DF(3R)ED5046,3R,SAM,10,D,7,DrosDel
9197,DF(3R)ED5046,3R,SAM,10,D,7,DrosDel
9197,DF(3R)ED5046,3R,SAM,10,D,7,DrosDel
9197,DF(3R)ED5046,3R,SAM,10,D,7,DrosDel
9197,DF(3R)ED5046,3R,SAM,10,D,7,DrosDel
9197,DF(3R)ED5046,3R,SAM,10,D,7,DrosDel
9197,DF(3R)ED5046,3R,SAM,10,D,7,DrosDel
9198,DF(3R)ED5142,3R,SAM,10,F,5,DrosDel
9198,DF(3R)ED5142,3R,SAM,10,F,5,DrosDel
9198,DF(3R)ED5142,3R,SAM,10,F,5,DrosDel
9198,DF(3R)ED5142,3R,SAM,10,F,5,DrosDel
9198,DF(3R)ED5142,3R,SAM,13,F,5,DrosDel
9198,DF(3R)ED5142,3R,SAM,13,F,5,DrosDel
9198,DF(3R)ED5142,3R,SAM,13,F,5,DrosDel
9198,DF(3R)ED5142,3R,SAM,13,F,5,DrosDel
9198,DF(3R)ED5142,3R,SAM,13,F,5,DrosDel
9198,DF(3R)ED5142,3R,SAM,13,F,5,DrosDel
9199,DF(3R)ED5187,3R,SAM,13,C,8,DrosDel
9199,DF(3R)ED5187,3R,SAM,13,C,8,DrosDel
9199,DF(3R)ED5187,3R,SAM,13,D,7,DrosDel
9199,DF(3R)ED5187,3R,SAM,13,D,7,DrosDel
9199,DF(3R)ED5187,3R,SAM,13,D,7,DrosDel
9199,DF(3R)ED5187,3R,SAM,13,D,7,DrosDel
9199,DF(3R)ED5187,3R,SAM,13,D,7,DrosDel
9199,DF(3R)ED5187,3R,SAM,13,D,7,DrosDel
9199,DF(3R)ED5187,3R,SAM,13,D,7,DrosDel
9199,DF(3R)ED5187,3R,SAM,13,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9200,DF(3R)ED5220,3R,SAM,10,D,7,DrosDel
9201,DF(3R)ED5221,3R,SAM,10,D,7,DrosDel
9201,DF(3R)ED5221,3R,SAM,10,D,7,DrosDel
9201,DF(3R)ED5221,3R,SAM,10,D,7,DrosDel
9201,DF(3R)ED5221,3R,SAM,10,D,7,DrosDel
9201,DF(3R)ED5221,3R,SAM,10,D,7,DrosDel
9201,DF(3R)ED5221,3R,SAM,10,D,7,DrosDel
9201,DF(3R)ED5221,3R,SAM,10,G,4,DrosDel
9202,DF(3R)ED5327,3R,SAM,10,D,7,DrosDel
9202,DF(3R)ED5327,3R,SAM,10,D,7,DrosDel
9202,DF(3R)ED5327,3R,SAM,10,D,7,DrosDel
9202,DF(3R)ED5327,3R,SAM,10,D,7,DrosDel
9202,DF(3R)ED5327,3R,SAM,10,D,7,DrosDel
9202,DF(3R)ED5327,3R,SAM,10,D,7,DrosDel
9202,DF(3R)ED5327,3R,SAM,10,D,7,DrosDel
9203,DF(3R)ED5331,3R,SAM,10,D,7,DrosDel
9203,DF(3R)ED5331,3R,SAM,10,D,7,DrosDel
9203,DF(3R)ED5331,3R,SAM,10,E,6,DrosDel
9203,DF(3R)ED5331,3R,SAM,10,E,6,DrosDel
9203,DF(3R)ED5331,3R,SAM,13,C,8,DrosDel
9203,DF(3R)ED5331,3R,SAM,13,D,7,DrosDel
9203,DF(3R)ED5331,3R,SAM,13,D,7,DrosDel
9203,DF(3R)ED5331,3R,SAM,13,D,7,DrosDel
9203,DF(3R)ED5331,3R,SAM,13,D,7,DrosDel
9203,DF(3R)ED5331,3R,SAM,13,D,7,DrosDel
9203,DF(3R)ED5331,3R,SAM,13,E,6,DrosDel
9204,DF(3R)ED5339,3R,SAM,15,C,8,DrosDel
9204,DF(3R)ED5339,3R,SAM,15,D,7,DrosDel
9204,DF(3R)ED5339,3R,SAM,15,D,7,DrosDel
9204,DF(3R)ED5339,3R,SAM,15,D,7,DrosDel
9204,DF(3R)ED5339,3R,SAM,15,D,7,DrosDel
9204,DF(3R)ED5339,3R,SAM,15,D,7,DrosDel
9204,DF(3R)ED5339,3R,SAM,15,D,7,DrosDel
9204,DF(3R)ED5339,3R,SAM,15,D,7,DrosDel
9204,DF(3R)ED5339,3R,SAM,15,D,7,DrosDel
9204,DF(3R)ED5339,3R,SAM,15,D,7,DrosDel
9206,DF(3R)ED5573,3R,SAM,10,D,7,DrosDel
9206,DF(3R)ED5573,3R,SAM,10,D,7,DrosDel
9206,DF(3R)ED5573,3R,SAM,10,D,7,DrosDel
9206,DF(3R)ED5573,3R,SAM,10,D,7,DrosDel
9206,DF(3R)ED5573,3R,SAM,10,D,7,DrosDel
9206,DF(3R)ED5573,3R,SAM,10,E,6,DrosDel
9207,DF(3R)ED5785,3R,SAM,10,D,7,DrosDel
9207,DF(3R)ED5785,3R,SAM,10,E,6,DrosDel
9207,DF(3R)ED5785,3R,SAM,10,F,5,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,D,7,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,D,7,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,E,6,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,E,6,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,E,6,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,F,5,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,F,5,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,F,5,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,F,5,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,F,5,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,F,5,DrosDel
9207,DF(3R)ED5785,3R,SAM,13,F,5,DrosDel
9208,DF(3R)ED5815,3R,SAM,15,D,7,DrosDel
9208,DF(3R)ED5815,3R,SAM,15,D,7,DrosDel
9208,DF(3R)ED5815,3R,SAM,15,D,7,DrosDel
9208,DF(3R)ED5815,3R,SAM,15,D,7,DrosDel
9208,DF(3R)ED5815,3R,SAM,15,E,6,DrosDel
9208,DF(3R)ED5815,3R,SAM,15,F,5,DrosDel
9208,DF(3R)ED5815,3R,SAM,15,F,5,DrosDel
9208,DF(3R)ED5815,3R,SAM,15,G,4,DrosDel
9208,DF(3R)ED5815,3R,SAM,15,G,4,DrosDel
9208,DF(3R)ED5815,3R,SAM,15,G,4,DrosDel
9208,DF(3R)ED5815,3R,SAM,18,D,7,DrosDel
9208,DF(3R)ED5815,3R,SAM,18,D,7,DrosDel
9208,DF(3R)ED5815,3R,SAM,18,E,6,DrosDel
9208,DF(3R)ED5815,3R,SAM,18,E,6,DrosDel
9208,DF(3R)ED5815,3R,SAM,18,F,5,DrosDel
9208,DF(3R)ED5815,3R,SAM,18,G,4,DrosDel
9210,DF(3R)ED6255,3R,SAM,10,F,5,DrosDel
9210,DF(3R)ED6255,3R,SAM,10,F,5,DrosDel
9210,DF(3R)ED6255,3R,SAM,10,F,5,DrosDel
9210,DF(3R)ED6255,3R,SAM,10,G,4,DrosDel
9210,DF(3R)ED6255,3R,SAM,10,G,4,DrosDel
9210,DF(3R)ED6255,3R,SAM,10,G,4,DrosDel
9210,DF(3R)ED6255,3R,SAM,10,G,4,DrosDel
9210,DF(3R)ED6255,3R,SAM,13,F,5,DrosDel
9210,DF(3R)ED6255,3R,SAM,13,F,5,DrosDel
9210,DF(3R)ED6255,3R,SAM,13,G,4,DrosDel
9210,DF(3R)ED6255,3R,SAM,13,G,4,DrosDel
9211,DF(3R)ED6220,3R,SAM,10,E,6,DrosDel
9211,DF(3R)ED6220,3R,SAM,10,E,6,DrosDel
9211,DF(3R)ED6220,3R,SAM,13,D,7,DrosDel
9211,DF(3R)ED6220,3R,SAM,13,D,7,DrosDel
9211,DF(3R)ED6220,3R,SAM,13,E,6,DrosDel
9211,DF(3R)ED6220,3R,SAM,13,F,5,DrosDel
9211,DF(3R)ED6220,3R,SAM,17,D,7,DrosDel
9211,DF(3R)ED6220,3R,SAM,17,D,7,DrosDel
9211,DF(3R)ED6220,3R,SAM,17,D,7,DrosDel
9211,DF(3R)ED6220,3R,SAM,17,D,7,DrosDel
9211,DF(3R)ED6220,3R,SAM,17,D,7,DrosDel
9211,DF(3R)ED6220,3R,SAM,17,D,7,DrosDel
9211,DF(3R)ED6220,3R,SAM,17,D,7,DrosDel
9211,DF(3R)ED6220,3R,SAM,17,E,6,DrosDel
9215,DF(3R)ED5495,3R,SAM,15,E,6,DrosDel
9215,DF(3R)ED5495,3R,SAM,15,E,6,DrosDel
9215,DF(3R)ED5495,3R,SAM,15,F,5,DrosDel
9215,DF(3R)ED5495,3R,SAM,15,I,2,DrosDel
9224,DF(3R)ED5071,3R,SAM,10,D,7,DrosDel
9224,DF(3R)ED5071,3R,SAM,10,D,7,DrosDel
9224,DF(3R)ED5071,3R,SAM,10,D,7,DrosDel
9224,DF(3R)ED5071,3R,SAM,10,D,7,DrosDel
9224,DF(3R)ED5071,3R,SAM,10,D,7,DrosDel
9224,DF(3R)ED5071,3R,SAM,10,E,6,DrosDel
9225,DF(3R)ED5301,3R,SAM,10,D,7,DrosDel
9225,DF(3R)ED5301,3R,SAM,10,D,7,DrosDel
9225,DF(3R)ED5301,3R,SAM,10,D,7,DrosDel
9225,DF(3R)ED5301,3R,SAM,10,D,7,DrosDel
9225,DF(3R)ED5301,3R,SAM,10,D,7,DrosDel
9225,DF(3R)ED5301,3R,SAM,13,D,7,DrosDel
9225,DF(3R)ED5301,3R,SAM,13,D,7,DrosDel
9225,DF(3R)ED5301,3R,SAM,13,D,7,DrosDel
9225,DF(3R)ED5301,3R,SAM,13,D,7,DrosDel
9225,DF(3R)ED5301,3R,SAM,13,D,7,DrosDel
9225,DF(3R)ED5301,3R,SAM,13,E,6,DrosDel
9226,DF(3R)ED5100,3R,SAM,13,D,7,DrosDel
9226,DF(3R)ED5100,3R,SAM,13,D,7,DrosDel
9226,DF(3R)ED5100,3R,SAM,13,E,6,DrosDel
9226,DF(3R)ED5100,3R,SAM,13,F,5,DrosDel
9226,DF(3R)ED5100,3R,SAM,13,F,5,DrosDel
9227,DF(3R)ED5428,3R,SAM,11,G,4,DrosDel
9227,DF(3R)ED5428,3R,SAM,11,G,4,DrosDel
9227,DF(3R)ED5428,3R,SAM,11,G,4,DrosDel
9227,DF(3R)ED5428,3R,SAM,11,G,4,DrosDel
9227,DF(3R)ED5428,3R,SAM,15,F,5,DrosDel
9227,DF(3R)ED5428,3R,SAM,15,G,4,DrosDel
9227,DF(3R)ED5428,3R,SAM,15,G,4,DrosDel
9227,DF(3R)ED5428,3R,SAM,15,G,4,DrosDel
9227,DF(3R)ED5428,3R,SAM,15,G,4,DrosDel
9227,DF(3R)ED5428,3R,SAM,15,G,4,DrosDel
9227,DF(3R)ED5428,3R,SAM,15,H,3,DrosDel
9228,DF(3R)ED5634,3R,SAM,11,F,5,DrosDel
9228,DF(3R)ED5634,3R,SAM,11,F,5,DrosDel
9228,DF(3R)ED5634,3R,SAM,11,G,4,DrosDel
9228,DF(3R)ED5634,3R,SAM,11,G,4,DrosDel
9228,DF(3R)ED5634,3R,SAM,11,G,4,DrosDel
9228,DF(3R)ED5634,3R,SAM,13,F,5,DrosDel
9228,DF(3R)ED5634,3R,SAM,13,F,5,DrosDel
9228,DF(3R)ED5634,3R,SAM,13,F,5,DrosDel
9228,DF(3R)ED5634,3R,SAM,13,F,5,DrosDel
9228,DF(3R)ED5634,3R,SAM,13,F,5,DrosDel
9228,DF(3R)ED5634,3R,SAM,13,F,5,DrosDel
9228,DF(3R)ED5634,3R,SAM,13,G,4,DrosDel
9228,DF(3R)ED5634,3R,SAM,13,G,4,DrosDel
9228,DF(3R)ED5634,3R,SAM,13,G,4,DrosDel
9279,DF(3R)ED5642,3R,SAM,13,D,7,DrosDel
9279,DF(3R)ED5642,3R,SAM,13,E,6,DrosDel
9279,DF(3R)ED5642,3R,SAM,13,F,5,DrosDel
9279,DF(3R)ED5642,3R,SAM,13,F,5,DrosDel
9279,DF(3R)ED5642,3R,SAM,13,F,5,DrosDel
9279,DF(3R)ED5642,3R,SAM,13,F,5,DrosDel
9279,DF(3R)ED5642,3R,SAM,13,G,4,DrosDel
9279,DF(3R)ED5642,3R,SAM,13,G,4,DrosDel
9279,DF(3R)ED5642,3R,SAM,17,E,6,DrosDel
9279,DF(3R)ED5642,3R,SAM,17,E,6,DrosDel
9279,DF(3R)ED5642,3R,SAM,17,F,5,DrosDel
9279,DF(3R)ED5642,3R,SAM,17,F,5,DrosDel
9279,DF(3R)ED5642,3R,SAM,17,F,5,DrosDel
9279,DF(3R)ED5642,3R,SAM,17,G,4,DrosDel
9280,DF(3R)ED6237,3R,SAM,11,D,7,DrosDel
9280,DF(3R)ED6237,3R,SAM,11,D,7,DrosDel
9280,DF(3R)ED6237,3R,SAM,11,D,7,DrosDel
9280,DF(3R)ED6237,3R,SAM,11,E,6,DrosDel
9280,DF(3R)ED6237,3R,SAM,11,E,6,DrosDel
9280,DF(3R)ED6237,3R,SAM,11,F,5,DrosDel
9280,DF(3R)ED6237,3R,SAM,11,F,5,DrosDel
9280,DF(3R)ED6237,3R,SAM,11,F,5,DrosDel
9338,DF(3R)ED5296,3R,SAM,11,C,8,DrosDel
9338,DF(3R)ED5296,3R,SAM,11,D,7,DrosDel
9338,DF(3R)ED5296,3R,SAM,11,D,7,DrosDel
9338,DF(3R)ED5296,3R,SAM,13,D,7,DrosDel
9338,DF(3R)ED5296,3R,SAM,13,D,7,DrosDel
9338,DF(3R)ED5296,3R,SAM,13,D,7,DrosDel
9338,DF(3R)ED5296,3R,SAM,13,D,7,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,D,7,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,D,7,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,D,7,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,D,7,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,D,7,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,E,6,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,E,6,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,E,6,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,F,5,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,F,5,DrosDel
9339,DF(3R)ED5197,3R,SAM,11,F,5,DrosDel
9347,DF(3R)ED6187,3R,SAM,11,E,6,DrosDel
9347,DF(3R)ED6187,3R,SAM,11,F,5,DrosDel
9347,DF(3R)ED6187,3R,SAM,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,SAM,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,SAM,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,SAM,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,SAM,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,SAM,15,D,7,DrosDel
9347,DF(3R)ED6187,3R,SAM,15,D,7,DrosDel
9347,DF(3R)ED6187,3R,SAM,15,E,6,DrosDel
9347,DF(3R)ED6187,3R,SAM,15,E,6,DrosDel
9347,DF(3R)ED6187,3R,SAM,15,E,6,DrosDel
9347,DF(3R)ED6187,3R,SAM,15,F,5,DrosDel
9347,DF(3R)ED6187,3R,SAM,15,G,4,DrosDel
9347,DF(3R)ED6187,3R,SAM,15,G,4,DrosDel
9347,DF(3R)ED6187,3R,SAM,15,G,4,DrosDel
9478,DF(3R)ED6235,3R,SAM,11,D,7,DrosDel
9478,DF(3R)ED6235,3R,SAM,13,D,7,DrosDel
9478,DF(3R)ED6235,3R,SAM,13,D,7,DrosDel
9478,DF(3R)ED6235,3R,SAM,13,D,7,DrosDel
9478,DF(3R)ED6235,3R,SAM,13,E,6,DrosDel
9478,DF(3R)ED6235,3R,SAM,13,E,6,DrosDel
9478,DF(3R)ED6235,3R,SAM,13,F,5,DrosDel
9479,DF(3R)ED6027,3R,SAM,11,D,7,DrosDel
9479,DF(3R)ED6027,3R,SAM,11,D,7,DrosDel
9479,DF(3R)ED6027,3R,SAM,11,E,6,DrosDel
9479,DF(3R)ED6027,3R,SAM,11,E,6,DrosDel
9479,DF(3R)ED6027,3R,SAM,11,E,6,DrosDel
9479,DF(3R)ED6027,3R,SAM,11,F,5,DrosDel
9479,DF(3R)ED6027,3R,SAM,11,F,5,DrosDel
9479,DF(3R)ED6027,3R,SAM,14,D,7,DrosDel
9479,DF(3R)ED6027,3R,SAM,14,D,7,DrosDel
9479,DF(3R)ED6027,3R,SAM,14,D,7,DrosDel
9479,DF(3R)ED6027,3R,SAM,14,D,7,DrosDel
9479,DF(3R)ED6027,3R,SAM,14,E,6,DrosDel
9479,DF(3R)ED6027,3R,SAM,14,E,6,DrosDel
9479,DF(3R)ED6027,3R,SAM,14,E,6,DrosDel
9479,DF(3R)ED6027,3R,SAM,14,F,5,DrosDel
9480,DF(3R)ED6052,3R,SAM,14,D,7,DrosDel
9480,DF(3R)ED6052,3R,SAM,14,D,7,DrosDel
9480,DF(3R)ED6052,3R,SAM,14,D,7,DrosDel
9480,DF(3R)ED6052,3R,SAM,14,E,6,DrosDel
9480,DF(3R)ED6052,3R,SAM,14,E,6,DrosDel
9480,DF(3R)ED6052,3R,SAM,14,E,6,DrosDel
9480,DF(3R)ED6052,3R,SAM,14,F,5,DrosDel
9480,DF(3R)ED6052,3R,SAM,14,F,5,DrosDel
9481,DF(3R)ED10639,3R,SAM,14,D,7,DrosDel
9481,DF(3R)ED10639,3R,SAM,14,D,7,DrosDel
9481,DF(3R)ED10639,3R,SAM,14,D,7,DrosDel
9481,DF(3R)ED10639,3R,SAM,14,E,6,DrosDel
9482,DF(3R)ED10642,3R,SAM,14,D,7,DrosDel
9482,DF(3R)ED10642,3R,SAM,14,D,7,DrosDel
9482,DF(3R)ED10642,3R,SAM,14,D,7,DrosDel
9482,DF(3R)ED10642,3R,SAM,14,D,7,DrosDel
9482,DF(3R)ED10642,3R,SAM,14,E,6,DrosDel
9482,DF(3R)ED10642,3R,SAM,14,F,5,DrosDel
9482,DF(3R)ED10642,3R,SAM,14,G,4,DrosDel
9482,DF(3R)ED10642,3R,SAM,14,G,4,DrosDel
