Stock_Number,Deletion,Chromosome,Background,Block,Raw_Phenotype,Numeric_Phenotype,Deletion_Set
9206,DF(3R)ED5573,3R,ORE,10,G,4,DrosDel
9206,DF(3R)ED5573,3R,ORE,10,G,4,DrosDel
9206,DF(3R)ED5573,3R,ORE,10,G,4,DrosDel
9206,DF(3R)ED5573,3R,ORE,10,G,4,DrosDel
9206,DF(3R)ED5573,3R,ORE,10,G,4,DrosDel
9207,DF(3R)ED5785,3R,ORE,10,G,4,DrosDel
9207,DF(3R)ED5785,3R,ORE,10,G,4,DrosDel
9207,DF(3R)ED5785,3R,ORE,10,G,4,DrosDel
9207,DF(3R)ED5785,3R,ORE,10,G,4,DrosDel
9207,DF(3R)ED5785,3R,ORE,13,F,5,DrosDel
9207,DF(3R)ED5785,3R,ORE,13,F,5,DrosDel
9207,DF(3R)ED5785,3R,ORE,13,G,4,DrosDel
9207,DF(3R)ED5785,3R,ORE,13,G,4,DrosDel
9207,DF(3R)ED5785,3R,ORE,13,G,4,DrosDel
9207,DF(3R)ED5785,3R,ORE,13,G,4,DrosDel
9207,DF(3R)ED5785,3R,ORE,13,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,15,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,15,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,15,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,15,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,15,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,15,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,15,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,15,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,15,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,18,F,5,DrosDel
9208,Df(3R)ED5815,3R,ORE,18,F,5,DrosDel
9208,Df(3R)ED5815,3R,ORE,18,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,18,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,18,G,4,DrosDel
9208,Df(3R)ED5815,3R,ORE,18,H,3,DrosDel
9210,DF(3R)ED6255,3R,ORE,10,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,10,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,10,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,10,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,10,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,10,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,10,I,2,DrosDel
9210,DF(3R)ED6255,3R,ORE,10,I,2,DrosDel
9210,DF(3R)ED6255,3R,ORE,13,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,13,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,13,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,13,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,13,G,4,DrosDel
9210,DF(3R)ED6255,3R,ORE,13,G,4,DrosDel
9211,DF(3R)ED6220,3R,ORE,13,E,6,DrosDel
9211,DF(3R)ED6220,3R,ORE,13,E,6,DrosDel
9211,DF(3R)ED6220,3R,ORE,13,E,6,DrosDel
9211,DF(3R)ED6220,3R,ORE,13,F,5,DrosDel
9211,DF(3R)ED6220,3R,ORE,13,F,5,DrosDel
9211,DF(3R)ED6220,3R,ORE,13,G,4,DrosDel
9211,DF(3R)ED6220,3R,ORE,17,F,5,DrosDel
9211,DF(3R)ED6220,3R,ORE,17,G,4,DrosDel
9211,DF(3R)ED6220,3R,ORE,17,G,4,DrosDel
9211,DF(3R)ED6220,3R,ORE,17,G,4,DrosDel
9211,DF(3R)ED6220,3R,ORE,17,G,4,DrosDel
9211,DF(3R)ED6220,3R,ORE,17,G,4,DrosDel
9211,DF(3R)ED6220,3R,ORE,17,G,4,DrosDel
9215,DF(3R)ED5495,3R,ORE,15,G,4,DrosDel
9215,DF(3R)ED5495,3R,ORE,15,G,4,DrosDel
9215,DF(3R)ED5495,3R,ORE,15,G,4,DrosDel
9215,DF(3R)ED5495,3R,ORE,15,H,3,DrosDel
9215,DF(3R)ED5495,3R,ORE,15,H,3,DrosDel
9224,DF(3R)ED5071,3R,ORE,10,E,6,DrosDel
9224,DF(3R)ED5071,3R,ORE,10,F,5,DrosDel
9224,DF(3R)ED5071,3R,ORE,10,F,5,DrosDel
9224,DF(3R)ED5071,3R,ORE,10,F,5,DrosDel
9224,DF(3R)ED5071,3R,ORE,10,F,5,DrosDel
9224,DF(3R)ED5071,3R,ORE,10,G,4,DrosDel
9224,DF(3R)ED5071,3R,ORE,10,G,4,DrosDel
9224,DF(3R)ED5071,3R,ORE,10,G,4,DrosDel
9224,DF(3R)ED5071,3R,ORE,10,G,4,DrosDel
9225,DF(3R)ED5301,3R,ORE,13,F,5,DrosDel
9225,DF(3R)ED5301,3R,ORE,13,F,5,DrosDel
9225,DF(3R)ED5301,3R,ORE,13,F,5,DrosDel
9225,DF(3R)ED5301,3R,ORE,13,G,4,DrosDel
9225,DF(3R)ED5301,3R,ORE,13,G,4,DrosDel
9225,DF(3R)ED5301,3R,ORE,13,G,4,DrosDel
9225,DF(3R)ED5301,3R,ORE,13,G,4,DrosDel
9226,DF(3R)ED5100,3R,ORE,11,G,4,DrosDel
9226,DF(3R)ED5100,3R,ORE,13,F,5,DrosDel
9226,DF(3R)ED5100,3R,ORE,13,F,5,DrosDel
9226,DF(3R)ED5100,3R,ORE,13,G,4,DrosDel
9226,DF(3R)ED5100,3R,ORE,13,G,4,DrosDel
9226,DF(3R)ED5100,3R,ORE,13,G,4,DrosDel
9226,DF(3R)ED5100,3R,ORE,13,G,4,DrosDel
9226,DF(3R)ED5100,3R,ORE,13,G,4,DrosDel
9227,DF(3R)ED5428,3R,ORE,11,G,4,DrosDel
9227,DF(3R)ED5428,3R,ORE,11,G,4,DrosDel
9227,DF(3R)ED5428,3R,ORE,11,G,4,DrosDel
9227,DF(3R)ED5428,3R,ORE,11,G,4,DrosDel
9227,DF(3R)ED5428,3R,ORE,11,G,4,DrosDel
9227,DF(3R)ED5428,3R,ORE,11,H,3,DrosDel
9227,DF(3R)ED5428,3R,ORE,11,H,3,DrosDel
9227,DF(3R)ED5428,3R,ORE,11,H,3,DrosDel
9227,DF(3R)ED5428,3R,ORE,11,H,3,DrosDel
9227,DF(3R)ED5428,3R,ORE,15,G,4,DrosDel
9227,DF(3R)ED5428,3R,ORE,15,G,4,DrosDel
9227,DF(3R)ED5428,3R,ORE,15,G,4,DrosDel
9227,DF(3R)ED5428,3R,ORE,15,H,3,DrosDel
9227,DF(3R)ED5428,3R,ORE,15,H,3,DrosDel
9227,DF(3R)ED5428,3R,ORE,15,H,3,DrosDel
9228,DF(3R)ED5634,3R,ORE,11,G,4,DrosDel
9228,DF(3R)ED5634,3R,ORE,11,G,4,DrosDel
9228,DF(3R)ED5634,3R,ORE,11,G,4,DrosDel
9228,DF(3R)ED5634,3R,ORE,11,G,4,DrosDel
9228,DF(3R)ED5634,3R,ORE,11,G,4,DrosDel
9228,DF(3R)ED5634,3R,ORE,13,G,4,DrosDel
9228,DF(3R)ED5634,3R,ORE,13,G,4,DrosDel
9228,DF(3R)ED5634,3R,ORE,13,G,4,DrosDel
9228,DF(3R)ED5634,3R,ORE,13,G,4,DrosDel
9228,DF(3R)ED5634,3R,ORE,13,G,4,DrosDel
9228,DF(3R)ED5634,3R,ORE,13,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,13,F,5,DrosDel
9279,DF(3R)ED5642,3R,ORE,13,F,5,DrosDel
9279,DF(3R)ED5642,3R,ORE,13,F,5,DrosDel
9279,DF(3R)ED5642,3R,ORE,13,F,5,DrosDel
9279,DF(3R)ED5642,3R,ORE,13,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,13,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,13,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,13,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,17,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,17,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,17,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,17,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,17,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,17,G,4,DrosDel
9279,DF(3R)ED5642,3R,ORE,17,G,4,DrosDel
9280,DF(3R)ED6237,3R,ORE,11,G,4,DrosDel
9280,DF(3R)ED6237,3R,ORE,11,G,4,DrosDel
9280,DF(3R)ED6237,3R,ORE,11,G,4,DrosDel
9280,DF(3R)ED6237,3R,ORE,11,G,4,DrosDel
9280,DF(3R)ED6237,3R,ORE,11,G,4,DrosDel
9280,DF(3R)ED6237,3R,ORE,11,G,4,DrosDel
9280,DF(3R)ED6237,3R,ORE,11,G,4,DrosDel
9280,DF(3R)ED6237,3R,ORE,11,G,4,DrosDel
9280,DF(3R)ED6237,3R,ORE,11,G,4,DrosDel
9280,DF(3R)ED6237,3R,ORE,11,G,4,DrosDel
9338,DF(3R)ED5296,3R,ORE,11,G,4,DrosDel
9338,DF(3R)ED5296,3R,ORE,11,G,4,DrosDel
9338,DF(3R)ED5296,3R,ORE,11,G,4,DrosDel
9338,DF(3R)ED5296,3R,ORE,11,G,4,DrosDel
9338,DF(3R)ED5296,3R,ORE,13,F,5,DrosDel
9338,DF(3R)ED5296,3R,ORE,13,G,4,DrosDel
9338,DF(3R)ED5296,3R,ORE,13,G,4,DrosDel
9338,DF(3R)ED5296,3R,ORE,13,G,4,DrosDel
9338,DF(3R)ED5296,3R,ORE,13,G,4,DrosDel
9338,DF(3R)ED5296,3R,ORE,13,G,4,DrosDel
9338,DF(3R)ED5296,3R,ORE,13,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,11,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,15,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,15,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,15,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,15,G,4,DrosDel
9347,DF(3R)ED6187,3R,ORE,15,G,4,DrosDel
9478,DF(3R)ED6235,3R,ORE,12,F,5,DrosDel
9478,DF(3R)ED6235,3R,ORE,12,F,5,DrosDel
9478,DF(3R)ED6235,3R,ORE,12,F,5,DrosDel
9478,DF(3R)ED6235,3R,ORE,12,G,4,DrosDel
9478,DF(3R)ED6235,3R,ORE,12,G,4,DrosDel
9478,DF(3R)ED6235,3R,ORE,12,G,4,DrosDel
9478,DF(3R)ED6235,3R,ORE,12,G,4,DrosDel
9478,DF(3R)ED6235,3R,ORE,13,F,5,DrosDel
9478,DF(3R)ED6235,3R,ORE,13,F,5,DrosDel
9478,DF(3R)ED6235,3R,ORE,13,F,5,DrosDel
9478,DF(3R)ED6235,3R,ORE,13,F,5,DrosDel
9478,DF(3R)ED6235,3R,ORE,13,G,4,DrosDel
9478,DF(3R)ED6235,3R,ORE,13,G,4,DrosDel
9478,DF(3R)ED6235,3R,ORE,13,G,4,DrosDel
9479,DF(3R)ED6027,3R,ORE,14,F,5,DrosDel
9479,DF(3R)ED6027,3R,ORE,14,F,5,DrosDel
9479,DF(3R)ED6027,3R,ORE,14,F,5,DrosDel
9479,DF(3R)ED6027,3R,ORE,14,F,5,DrosDel
9480,DF(3R)ED6052,3R,ORE,14,F,5,DrosDel
9480,DF(3R)ED6052,3R,ORE,14,F,5,DrosDel
9480,DF(3R)ED6052,3R,ORE,14,G,4,DrosDel
9480,DF(3R)ED6052,3R,ORE,14,G,4,DrosDel
9480,DF(3R)ED6052,3R,ORE,14,G,4,DrosDel
9480,DF(3R)ED6052,3R,ORE,14,G,4,DrosDel
9480,DF(3R)ED6052,3R,ORE,14,G,4,DrosDel
9480,DF(3R)ED6052,3R,ORE,14,G,4,DrosDel
9480,DF(3R)ED6052,3R,ORE,14,G,4,DrosDel
9481,DF(3R)ED10639,3R,ORE,14,D,7,DrosDel
9481,DF(3R)ED10639,3R,ORE,14,F,5,DrosDel
9481,DF(3R)ED10639,3R,ORE,14,F,5,DrosDel
9481,DF(3R)ED10639,3R,ORE,14,F,5,DrosDel
9481,DF(3R)ED10639,3R,ORE,14,G,4,DrosDel
9481,DF(3R)ED10639,3R,ORE,14,G,4,DrosDel
9482,DF(3R)ED10642,3R,ORE,14,F,5,DrosDel
9482,DF(3R)ED10642,3R,ORE,14,G,4,DrosDel
9482,DF(3R)ED10642,3R,ORE,14,G,4,DrosDel
9482,DF(3R)ED10642,3R,ORE,14,G,4,DrosDel
9482,DF(3R)ED10642,3R,ORE,14,G,4,DrosDel
9482,DF(3R)ED10642,3R,ORE,14,G,4,DrosDel
9482,DF(3R)ED10642,3R,ORE,14,H,3,DrosDel
9482,DF(3R)ED10642,3R,ORE,18,F,5,DrosDel
9482,DF(3R)ED10642,3R,ORE,18,G,4,DrosDel
9482,DF(3R)ED10642,3R,ORE,18,G,4,DrosDel
9482,DF(3R)ED10642,3R,ORE,18,G,4,DrosDel
9482,DF(3R)ED10642,3R,ORE,18,G,4,DrosDel
9482,DF(3R)ED10642,3R,ORE,18,G,4,DrosDel
9485,DF(3R)ED10838,3R,ORE,14,F,5,DrosDel
9485,DF(3R)ED10838,3R,ORE,14,F,5,DrosDel
9485,DF(3R)ED10838,3R,ORE,14,F,5,DrosDel
9485,DF(3R)ED10838,3R,ORE,14,G,4,DrosDel
9485,DF(3R)ED10838,3R,ORE,14,G,4,DrosDel
9485,DF(3R)ED10838,3R,ORE,14,G,4,DrosDel
9485,DF(3R)ED10838,3R,ORE,14,G,4,DrosDel
9485,DF(3R)ED10838,3R,ORE,14,G,4,DrosDel
9485,DF(3R)ED10838,3R,ORE,14,G,4,DrosDel
9487,DF(3R)ED10845,3R,ORE,17,F,5,DrosDel
9487,DF(3R)ED10845,3R,ORE,17,F,5,DrosDel
9487,DF(3R)ED10845,3R,ORE,17,F,5,DrosDel
9487,DF(3R)ED10845,3R,ORE,17,G,4,DrosDel
9487,DF(3R)ED10845,3R,ORE,17,G,4,DrosDel
9487,DF(3R)ED10845,3R,ORE,17,G,4,DrosDel
23714,DF(3R)ED10555,3R,ORE,17,F,5,DrosDel
23714,DF(3R)ED10555,3R,ORE,17,F,5,DrosDel
23714,DF(3R)ED10555,3R,ORE,17,G,4,DrosDel
23714,DF(3R)ED10555,3R,ORE,17,G,4,DrosDel
23714,DF(3R)ED10555,3R,ORE,17,G,4,DrosDel
24137,DF(3R)ED5664,3R,ORE,15,G,4,DrosDel
24137,DF(3R)ED5664,3R,ORE,18,G,4,DrosDel
24137,DF(3R)ED5664,3R,ORE,18,G,4,DrosDel
24137,DF(3R)ED5664,3R,ORE,18,G,4,DrosDel
24137,DF(3R)ED5664,3R,ORE,18,G,4,DrosDel
24137,DF(3R)ED5664,3R,ORE,18,G,4,DrosDel
24138,DF(3R)ED10566,3R,ORE,14,F,5,DrosDel
24138,DF(3R)ED10566,3R,ORE,14,G,4,DrosDel
24138,DF(3R)ED10566,3R,ORE,14,G,4,DrosDel
24138,DF(3R)ED10566,3R,ORE,14,G,4,DrosDel
24138,DF(3R)ED10566,3R,ORE,14,G,4,DrosDel
24138,DF(3R)ED10566,3R,ORE,14,H,3,DrosDel
24139,DF(3R)ED5938,3R,ORE,14,G,4,DrosDel
24139,DF(3R)ED5938,3R,ORE,14,G,4,DrosDel
24139,DF(3R)ED5938,3R,ORE,14,G,4,DrosDel
24139,DF(3R)ED5938,3R,ORE,14,G,4,DrosDel
24139,DF(3R)ED5938,3R,ORE,14,G,4,DrosDel
24139,DF(3R)ED5938,3R,ORE,14,G,4,DrosDel
24139,DF(3R)ED5938,3R,ORE,14,G,4,DrosDel
24139,DF(3R)ED5938,3R,ORE,14,G,4,DrosDel
24140,DF(3R)ED6058,3R,ORE,14,F,5,DrosDel
24140,DF(3R)ED6058,3R,ORE,14,F,5,DrosDel
24140,DF(3R)ED6058,3R,ORE,14,G,4,DrosDel
24140,DF(3R)ED6058,3R,ORE,14,G,4,DrosDel
24141,DF(3R)ED6332,3R,ORE,14,F,5,DrosDel
24141,DF(3R)ED6332,3R,ORE,14,F,5,DrosDel
24141,DF(3R)ED6332,3R,ORE,14,F,5,DrosDel
24141,DF(3R)ED6332,3R,ORE,14,G,4,DrosDel
24141,DF(3R)ED6332,3R,ORE,14,G,4,DrosDel
24141,DF(3R)ED6332,3R,ORE,14,G,4,DrosDel
24141,DF(3R)ED6332,3R,ORE,14,G,4,DrosDel
24142,DF(3R)ED6346,3R,ORE,14,E,6,DrosDel
24142,DF(3R)ED6346,3R,ORE,14,F,5,DrosDel
24142,DF(3R)ED6346,3R,ORE,14,G,4,DrosDel
24142,DF(3R)ED6346,3R,ORE,14,G,4,DrosDel
24142,DF(3R)ED6346,3R,ORE,14,G,4,DrosDel
24142,DF(3R)ED6346,3R,ORE,14,G,4,DrosDel
24142,DF(3R)ED6346,3R,ORE,14,G,4,DrosDel
24142,DF(3R)ED6346,3R,ORE,14,G,4,DrosDel
24143,DF(3R)ED6361,3R,ORE,14,F,5,DrosDel
24143,DF(3R)ED6361,3R,ORE,14,F,5,DrosDel
24143,DF(3R)ED6361,3R,ORE,14,F,5,DrosDel
24143,DF(3R)ED6361,3R,ORE,14,G,4,DrosDel
24143,DF(3R)ED6361,3R,ORE,14,G,4,DrosDel
24143,DF(3R)ED6361,3R,ORE,18,F,5,DrosDel
24143,DF(3R)ED6361,3R,ORE,18,F,5,DrosDel
24143,DF(3R)ED6361,3R,ORE,18,G,4,DrosDel
24143,DF(3R)ED6361,3R,ORE,18,G,4,DrosDel
24143,DF(3R)ED6361,3R,ORE,18,G,4,DrosDel
24144,DF(3R)ED6362,3R,ORE,14,E,6,DrosDel
24144,DF(3R)ED6362,3R,ORE,14,F,5,DrosDel
24144,DF(3R)ED6362,3R,ORE,14,F,5,DrosDel
24144,DF(3R)ED6362,3R,ORE,14,F,5,DrosDel
24144,DF(3R)ED6362,3R,ORE,14,F,5,DrosDel
24144,DF(3R)ED6362,3R,ORE,14,G,4,DrosDel
24144,DF(3R)ED6362,3R,ORE,14,G,4,DrosDel
24144,DF(3R)ED6362,3R,ORE,14,G,4,DrosDel
24144,DF(3R)ED6362,3R,ORE,14,G,4,DrosDel
24516,DF(3R)ED50003,3R,ORE,18,F,5,DrosDel
24516,DF(3R)ED50003,3R,ORE,18,F,5,DrosDel
24516,DF(3R)ED50003,3R,ORE,18,G,4,DrosDel
24516,DF(3R)ED50003,3R,ORE,18,G,4,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,D,7,DrosDel
5905,Control,2R,SAM,1,E,6,DrosDel
5905,Control,2R,SAM,1,E,6,DrosDel
5905,Control,2R,SAM,1,E,6,DrosDel
5905,Control,2R,SAM,1,E,6,DrosDel
5905,Control,2R,SAM,1,E,6,DrosDel
5905,Control,2R,SAM,1,E,6,DrosDel
5905,Control,2R,SAM,1,E,6,DrosDel
5905,Control,2R,SAM,1,E,6,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,D,7,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,E,6,DrosDel
5905,Control,2R,SAM,2,F,5,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,D,7,DrosDel
5905,Control,2R,SAM,3,E,6,DrosDel
5905,Control,2R,SAM,3,E,6,DrosDel
5905,Control,2R,SAM,4,D,7,DrosDel
5905,Control,2R,SAM,4,D,7,DrosDel
5905,Control,2R,SAM,4,D,7,DrosDel
5905,Control,2R,SAM,4,D,7,DrosDel
5905,Control,2R,SAM,4,D,7,DrosDel
5905,Control,2R,SAM,4,D,7,DrosDel
5905,Control,2R,SAM,4,D,7,DrosDel
5905,Control,2R,SAM,4,E,6,DrosDel
5905,Control,2R,SAM,4,E,6,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,D,7,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,5,E,6,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,D,7,DrosDel
5905,Control,2R,SAM,6,E,6,DrosDel
5905,Control,2R,SAM,6,E,6,DrosDel
5905,Control,2R,SAM,6,E,6,DrosDel
5905,Control,3L,SAM,7,D,7,DrosDel
5905,Control,3L,SAM,7,D,7,DrosDel
5905,Control,3L,SAM,7,D,7,DrosDel
5905,Control,3L,SAM,7,D,7,DrosDel
5905,Control,3L,SAM,7,E,6,DrosDel
5905,Control,3L,SAM,8,D,7,DrosDel
5905,Control,3L,SAM,8,D,7,DrosDel
5905,Control,3L,SAM,8,D,7,DrosDel
5905,Control,3L,SAM,8,D,7,DrosDel
5905,Control,3L,SAM,8,D,7,DrosDel
5905,Control,3L,SAM,8,D,7,DrosDel
5905,Control,3L,SAM,8,D,7,DrosDel
5905,Control,3L,SAM,8,E,6,DrosDel
5905,Control,3L,SAM,8,E,6,DrosDel
5905,Control,3L,SAM,8,E,6,DrosDel
5905,Control,3L,SAM,8,E,6,DrosDel
5905,Control,3L,SAM,8,E,6,DrosDel
5905,Control,3L,SAM,8,E,6,DrosDel
5905,Control,3L,SAM,9,D,7,DrosDel
5905,Control,3L,SAM,9,D,7,DrosDel
5905,Control,3L,SAM,9,D,7,DrosDel
5905,Control,3L,SAM,9,D,7,DrosDel
5905,Control,3L,SAM,9,D,7,DrosDel
5905,Control,3L,SAM,9,D,7,DrosDel
5905,Control,3L,SAM,9,D,7,DrosDel
5905,Control,3L,SAM,9,D,7,DrosDel
5905,Control,3L,SAM,9,E,6,DrosDel
5905,Control,3L,SAM,9,E,6,DrosDel
5905,Control,3L,SAM,9,E,6,DrosDel
5905,Control,3L,SAM,9,E,6,DrosDel
5905,Control,3L,SAM,9,E,6,DrosDel
5905,Control,3L,SAM,9,E,6,DrosDel
5905,Control,3L,SAM,9,E,6,DrosDel
5905,Control,3L,SAM,9,E,6,DrosDel
5905,Control,3L,SAM,13,D,7,DrosDel
5905,Control,3L,SAM,13,D,7,DrosDel
5905,Control,3L,SAM,13,D,7,DrosDel
5905,Control,3L,SAM,13,D,7,DrosDel
5905,Control,3L,SAM,13,D,7,DrosDel
5905,Control,3L,SAM,13,D,7,DrosDel
5905,Control,3L,SAM,13,D,7,DrosDel
5905,Control,3L,SAM,13,E,6,DrosDel
5905,Control,3L,SAM,13,E,6,DrosDel
5905,Control,3L,SAM,13,E,6,DrosDel
5905,Control,3L,SAM,13,E,6,DrosDel
5905,Control,3L,SAM,13,E,6,DrosDel
5905,Control,3L,SAM,13,E,6,DrosDel
