Deletion,Background,Sex,Block,Numeric_Phenotype
7516,L1,M,B3,6
7524,L1,M,B2,4
7524,L1,M,B2,4
7524,L1,M,B2,4
7524,L1,M,B2,4
7524,L1,M,B2,4
7524,L1,M,B2,4
7524,L1,M,B2,4
7525,L1,M,B2,4
7525,L1,M,B2,4
7525,L1,M,B2,4
7525,L1,M,B2,4
7525,L1,M,B2,4
7525,L1,M,B2,5
7525,L1,M,B2,5
7529,L1,M,B2,4
7529,L1,M,B2,4
7529,L1,M,B2,4
7529,L1,M,B2,4
7529,L1,M,B2,4
7529,L1,M,B2,4
7529,L1,M,B2,4
7540,L1,M,B2,4
7540,L1,M,B2,4
7540,L1,M,B2,5
7540,L1,M,B2,5
7541,L1,M,B1,5
7541,L1,M,B1,6
7541,L1,M,B1,6
7541,L1,M,B1,6
7541,L1,M,B1,7
7541,L1,M,B1,7
7541,L1,M,B1,7
7541,L1,M,B2,6
7541,L1,M,B2,6
7541,L1,M,B2,6
7541,L1,M,B2,6
7541,L1,M,B2,7
7541,L1,M,B2,7
7541,L1,M,B2,7
7544,L1,M,B2,4
7544,L1,M,B2,4
7544,L1,M,B2,4
7544,L1,M,B2,5
7544,L1,M,B2,5
7544,L1,M,B2,5
7544,L1,M,B2,6
7554,L1,M,B2,4
7554,L1,M,B2,4
7554,L1,M,B2,4
7554,L1,M,B2,4
7554,L1,M,B2,4
7554,L1,M,B2,5
7554,L1,M,B2,7
7585,L1,M,B2,6
7585,L1,M,B2,6
7585,L1,M,B2,6
7585,L1,M,B2,6
7585,L1,M,B2,6
7585,L1,M,B2,6
7585,L1,M,B2,7
7585,L1,M,B2,7
7585,L1,M,B2,7
7611,L1,M,B3,4
7611,L1,M,B3,7
7611,L1,M,B3,7
7611,L1,M,B3,7
7611,L1,M,B3,6
7611,L1,M,B3,6
7625,L1,M,B2,4
7625,L1,M,B2,4
7625,L1,M,B2,4
7625,L1,M,B2,4
7625,L1,M,B2,5
7625,L1,M,B2,5
7625,L1,M,B2,7
7625,L1,M,B2,7
7677,L1,M,B2,4
7677,L1,M,B2,4
7677,L1,M,B2,4
7677,L1,M,B2,4
7677,L1,M,B2,4
7677,L1,M,B2,4
7677,L1,M,B2,4
7686,L1,M,B1,7
7686,L1,M,B1,7
7686,L1,M,B1,7
7686,L1,M,B1,7
7686,L1,M,B1,7
7686,L1,M,B2,7
7686,L1,M,B2,7
7686,L1,M,B2,7
7686,L1,M,B2,7
7686,L1,M,B2,7
7686,L1,M,B2,7
7686,L1,M,B2,7
7724,L1,M,B2,3
7724,L1,M,B2,3
7724,L1,M,B2,4
7724,L1,M,B2,4
7724,L1,M,B2,4
7724,L1,M,B2,4
7724,L1,M,B2,5
7741,L1,M,B2,4
7741,L1,M,B2,4
7741,L1,M,B2,4
7741,L1,M,B2,4
7741,L1,M,B2,4
7741,L1,M,B2,4
7741,L1,M,B2,5
7795,L1,M,B2,4
7795,L1,M,B2,4
7795,L1,M,B2,5
7834,L1,M,B2,4
7834,L1,M,B2,5
7834,L1,M,B2,5
7834,L1,M,B2,6
7834,L1,M,B2,6
7834,L1,M,B2,7
7834,L1,M,B2,7
7834,L1,M,B2,8
7845,L1,M,B2,4
7845,L1,M,B2,4
7845,L1,M,B2,4
7845,L1,M,B2,4
7845,L1,M,B2,4
7845,L1,M,B2,4
7845,L1,M,B2,4
7875,L1,M,B2,3
7875,L1,M,B2,3
7875,L1,M,B2,3
7875,L1,M,B2,4
7875,L1,M,B2,4
7875,L1,M,B2,4
7875,L1,M,B2,4
7875,L1,M,B2,4
7875,L1,M,B2,4
7875,L1,M,B2,4
7875,L1,M,B2,4
7875,L1,M,B2,4
7879,L1,M,B2,4
7879,L1,M,B2,6
7879,L1,M,B2,6
7879,L1,M,B2,6
7879,L1,M,B2,6
7879,L1,M,B2,6
7879,L1,M,B2,6
7879,L1,M,B2,7
7879,L1,M,B2,7
7879,L1,M,B3,7
7879,L1,M,B3,7
7879,L1,M,B3,7
7879,L1,M,B3,7
7879,L1,M,B3,7
7879,L1,M,B3,7
7879,L1,M,B3,7
7894,L1,M,B2,4
7894,L1,M,B2,4
7894,L1,M,B2,4
7894,L1,M,B2,4
7894,L1,M,B2,4
7894,L1,M,B2,4
7894,L1,M,B2,4
7894,L1,M,B2,5
7949,L1,M,B2,7
7949,L1,M,B2,7
7949,L1,M,B2,7
7949,L1,M,B2,7
7949,L1,M,B2,7
7949,L1,M,B2,7
7949,L1,M,B2,7
7960,L1,M,B2,7
7960,L1,M,B2,7
7960,L1,M,B2,7
7960,L1,M,B2,7
7960,L1,M,B2,7
7960,L1,M,B2,2
7976,L1,M,B2,7
7976,L1,M,B2,7
7976,L1,M,B2,7
7976,L1,M,B2,7
7976,L1,M,B2,7
7976,L1,M,B2,6
7976,L1,M,B2,5
7993,L1,M,B2,5
7993,L1,M,B2,5
7993,L1,M,B2,6
7993,L1,M,B2,7
7993,L1,M,B2,7
7993,L1,M,B2,7
7995,L1,M,B2,3
7995,L1,M,B2,3
7995,L1,M,B2,3
7995,L1,M,B2,4
7995,L1,M,B2,4
7995,L1,M,B2,4
7995,L1,M,B2,4
7998,L1,M,B2,5
7998,L1,M,B2,6
7998,L1,M,B2,7
7998,L1,M,B2,7
7998,L1,M,B2,7
7998,L1,M,B2,7
7998,L1,M,B2,8
6326,S3,M,B1,7
6326,S3,M,B1,7
6326,S3,M,B1,7
6326,S3,M,B1,7
6326,S3,M,B1,7
6326,S3,M,B1,7
6326,S3,M,B1,7
6326,S3,M,B1,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,7
6326,S3,M,B2,6
6326,S3,M,B2,6
6326,S3,M,B3,7
6326,S3,M,B3,7
6326,S3,M,B3,7
6326,S3,M,B3,7
6326,S3,M,B3,7
6326,S3,M,B3,6
6326,S3,M,B3,6
6326,S3,M,B3,6
6326,S3,M,B3,6
6326,S3,M,B3,6
7491,S3,M,B2,7
7491,S3,M,B2,7
7491,S3,M,B2,7
7491,S3,M,B2,7
7491,S3,M,B2,7
7491,S3,M,B2,8
7491,S3,M,B2,8
7492,S3,M,B2,7
7492,S3,M,B2,7
7492,S3,M,B2,7
7492,S3,M,B2,7
7492,S3,M,B2,7
7492,S3,M,B2,8
7492,S3,M,B2,8
7503,S3,M,B3,7
7503,S3,M,B3,7
7503,S3,M,B3,7
7503,S3,M,B3,8
7503,S3,M,B3,8
7503,S3,M,B3,8
7503,S3,M,B3,8
7505,S3,M,B2,4
7505,S3,M,B2,4
7505,S3,M,B2,4
7505,S3,M,B2,4
7505,S3,M,B2,4
7505,S3,M,B2,4
7505,S3,M,B2,5
7505,S3,M,B2,5
7505,S3,M,B2,5
7505,S3,M,B2,5
7516,S3,M,B3,7
7516,S3,M,B3,7
7516,S3,M,B3,7
7516,S3,M,B3,8
7516,S3,M,B3,9
7516,S3,M,B3,9
7524,S3,M,B2,7
7524,S3,M,B2,7
7524,S3,M,B2,7
7524,S3,M,B2,6
7524,S3,M,B2,5
7524,S3,M,B2,5
7524,S3,M,B2,5
7524,S3,M,B2,5
7525,S3,M,B2,7
7525,S3,M,B2,7
7525,S3,M,B2,7
7525,S3,M,B2,6
7525,S3,M,B2,6
7525,S3,M,B2,5
7525,S3,M,B2,5
7529,S3,M,B2,4
7529,S3,M,B2,5
7529,S3,M,B2,5
7529,S3,M,B2,6
7529,S3,M,B2,6
7529,S3,M,B2,6
7529,S3,M,B2,7
7529,S3,M,B2,7
7529,S3,M,B2,7
7540,S3,M,B2,7
7540,S3,M,B2,7
7540,S3,M,B2,7
7540,S3,M,B2,7
7540,S3,M,B2,6
7540,S3,M,B2,6
7540,S3,M,B2,5
7541,S3,M,B1,7
7541,S3,M,B1,7
7541,S3,M,B1,7
7541,S3,M,B1,7
7544,S3,M,B2,7
7544,S3,M,B2,7
7544,S3,M,B2,6
7544,S3,M,B2,6
7544,S3,M,B2,6
7544,S3,M,B2,6
7544,S3,M,B2,6
7544,S3,M,B2,6
7544,S3,M,B2,6
7544,S3,M,B2,6
7544,S3,M,B2,6
7544,S3,M,B2,6
7544,S3,M,B2,6
7554,S3,M,B1,7
7554,S3,M,B1,7
7554,S3,M,B1,7
7554,S3,M,B1,7
7554,S3,M,B1,7
7554,S3,M,B1,6
7554,S3,M,B1,6
7554,S3,M,B1,6
7585,S3,M,B1,7
7585,S3,M,B1,7
7585,S3,M,B1,7
7585,S3,M,B1,7
7585,S3,M,B1,7
7585,S3,M,B1,7
7611,S3,M,B3,7
7611,S3,M,B3,7
7611,S3,M,B3,7
7611,S3,M,B3,8
7611,S3,M,B3,8
7611,S3,M,B3,8
7611,S3,M,B3,8
7625,S3,M,B2,7
7625,S3,M,B2,7
7625,S3,M,B2,7
7625,S3,M,B2,7
7625,S3,M,B2,6
7625,S3,M,B2,9
7625,S3,M,B2,9
7625,S3,M,B1,7
7625,S3,M,B1,7
7625,S3,M,B1,7
7625,S3,M,B1,7
7625,S3,M,B1,7
7625,S3,M,B1,9
7625,S3,M,B1,10
7677,S3,M,B2,7
7677,S3,M,B2,7
7677,S3,M,B2,7
7677,S3,M,B2,7
7677,S3,M,B2,6
7677,S3,M,B2,6
7686,S3,M,B2,7
7686,S3,M,B2,7
7686,S3,M,B2,7
7686,S3,M,B2,7
7686,S3,M,B2,7
7686,S3,M,B2,7
7686,S3,M,B2,7
7686,S3,M,B2,7
7686,S3,M,B1,7
7686,S3,M,B1,7
7686,S3,M,B1,7
7724,S3,M,B1,7
7724,S3,M,B1,7
7724,S3,M,B1,7
7741,S3,M,B2,7
7741,S3,M,B2,7
7741,S3,M,B2,7
7741,S3,M,B2,6
7741,S3,M,B2,6
7741,S3,M,B2,6
7741,S3,M,B2,5
7795,S3,M,B2,7
7795,S3,M,B2,7
7795,S3,M,B2,7
7795,S3,M,B2,7
7795,S3,M,B2,7
7795,S3,M,B2,8
7795,S3,M,B2,8
7795,S3,M,B1,7
7795,S3,M,B1,7
7795,S3,M,B1,7
7834,S3,M,B2,7
7834,S3,M,B2,7
7834,S3,M,B2,7
7834,S3,M,B2,7
7834,S3,M,B2,8
7834,S3,M,B2,9
7834,S3,M,B2,9
7834,S3,M,B1,7
7834,S3,M,B1,7
7834,S3,M,B1,7
7834,S3,M,B1,7
7845,S3,M,B2,7
7845,S3,M,B2,7
7845,S3,M,B2,7
7845,S3,M,B2,7
7845,S3,M,B2,6
7845,S3,M,B2,6
7845,S3,M,B2,6
7875,S3,M,B1,7
7875,S3,M,B1,7
7875,S3,M,B1,7
7875,S3,M,B1,7
7875,S3,M,B1,6
7879,S3,M,B3,7
7879,S3,M,B3,7
7879,S3,M,B3,7
7879,S3,M,B3,7
7879,S3,M,B3,7
7879,S3,M,B3,7
7894,S3,M,B2,7
7894,S3,M,B2,7
7894,S3,M,B2,7
7894,S3,M,B2,7
7949,S3,M,B2,7
7949,S3,M,B2,7
7949,S3,M,B2,7
7949,S3,M,B2,7
7949,S3,M,B2,7
7949,S3,M,B2,7
7949,S3,M,B2,7
7949,S3,M,B2,7
7949,S3,M,B2,7
7949,S3,M,B2,7
7949,S3,M,B2,8
7949,S3,M,B2,8
7949,S3,M,B2,8
7949,S3,M,B2,8
7949,S3,M,B2,9
7949,S3,M,B1,7
7949,S3,M,B1,7
7949,S3,M,B1,7
7949,S3,M,B1,7
7949,S3,M,B1,8
7949,S3,M,B1,8
7949,S3,M,B1,8
7949,S3,M,B1,8
7949,S3,M,B1,8
7949,S3,M,B1,8
7949,S3,M,B1,9
7949,S3,M,B1,9
7960,S3,M,B3,7
7960,S3,M,B3,7
7960,S3,M,B3,8
7960,S3,M,B3,8
7960,S3,M,B3,9
7960,S3,M,B3,9
7960,S3,M,B3,9
7976,S3,M,B2,7
7976,S3,M,B2,7
7976,S3,M,B2,7
7976,S3,M,B2,7
7976,S3,M,B2,7
7976,S3,M,B2,7
7976,S3,M,B2,7
7976,S3,M,B2,7
7976,S3,M,B2,7
7976,S3,M,B2,7
7976,S3,M,B2,7
7993,S3,M,B1,7
7993,S3,M,B1,7
7993,S3,M,B1,7
7993,S3,M,B1,7
7993,S3,M,B1,7
7993,S3,M,B1,7
7993,S3,M,B1,8
7993,S3,M,B1,8
7993,S3,M,B1,8
7993,S3,M,B1,8
7993,S3,M,B1,9
7993,S3,M,B1,9
7993,S3,M,B1,10
7993,S3,M,B2,7
7993,S3,M,B2,7
7993,S3,M,B2,7
7993,S3,M,B2,7
7993,S3,M,B2,8
7993,S3,M,B2,8
7993,S3,M,B2,9
7995,S3,M,B1,4
7995,S3,M,B1,4
7995,S3,M,B1,4
7995,S3,M,B2,4
7995,S3,M,B2,4
7995,S3,M,B2,4
7995,S3,M,B2,4
7995,S3,M,B2,4
7995,S3,M,B2,4
7995,S3,M,B2,4
7995,S3,M,B2,4
7995,S3,M,B2,4
7998,S3,M,B1,7
7998,S3,M,B1,7
7998,S3,M,B1,7
7998,S3,M,B1,7
7998,S3,M,B1,7
7998,S3,M,B1,7
7998,S3,M,B1,6
7998,S3,M,B1,6
7998,S3,M,B1,10
7998,S3,M,B2,7
7998,S3,M,B2,7
7998,S3,M,B2,7
7998,S3,M,B2,7
7998,S3,M,B2,7
7998,S3,M,B2,8
7998,S3,M,B2,8
7998,S3,M,B2,8
7998,S3,M,B2,10
