ID,Background,Mutation,Sex,Block,Deletion,Centroid_Size
ORE_sd_F_B3_7541_2,ORE,sd,f,B3,7541,2.385075881
ORE_sd_F_B3_7541_3,ORE,sd,f,B3,7541,2.363006414
ORE_sd_F_B3_7541_4,ORE,sd,f,B3,7541,2.296819915
ORE_sd_F_B3_7541_5,ORE,sd,f,B3,7541,2.280523165
ORE_sd_F_B3_7541_6,ORE,sd,f,B3,7541,2.286943633
ORE_sd_F_B3_7611_1,ORE,sd,f,B3,7611,2.423048463
ORE_sd_F_B3_7611_2,ORE,sd,f,B3,7611,2.501920297
ORE_sd_F_B3_7611_3,ORE,sd,f,B3,7611,2.469762599
ORE_sd_F_B3_7611_4,ORE,sd,f,B3,7611,2.323418969
ORE_sd_F_B3_7611_5,ORE,sd,f,B3,7611,2.454821642
ORE_sd_F_B3_7611_6,ORE,sd,f,B3,7611,2.462646972
ORE_sd_F_B3_7686_1,ORE,sd,f,B3,7686,2.420692758
ORE_sd_F_B3_7686_2,ORE,sd,f,B3,7686,2.26566863
ORE_sd_F_B3_7686_3,ORE,sd,f,B3,7686,2.350631306
ORE_sd_F_B3_7686_4,ORE,sd,f,B3,7686,2.396169464
ORE_sd_F_B3_7724_1,ORE,sd,f,B3,7724,2.318411448
ORE_sd_F_B3_7724_2,ORE,sd,f,B3,7724,2.336112353
ORE_sd_F_B3_7724_3,ORE,sd,f,B3,7724,2.340256185
ORE_sd_F_B3_7724_4,ORE,sd,f,B3,7724,2.383558814
ORE_sd_F_B3_7724_5,ORE,sd,f,B3,7724,2.33228648
ORE_sd_F_B3_7724_6,ORE,sd,f,B3,7724,2.335338929
ORE_sd_F_B3_7737_1,ORE,sd,f,B3,7737,2.264793841
ORE_sd_F_B3_7737_2,ORE,sd,f,B3,7737,2.221578906
ORE_sd_F_B3_7737_3,ORE,sd,f,B3,7737,2.351684575
ORE_sd_F_B3_7737_4,ORE,sd,f,B3,7737,2.253728516
ORE_sd_F_B3_7737_5,ORE,sd,f,B3,7737,2.233146504
ORE_sd_F_B3_7737_6,ORE,sd,f,B3,7737,2.233615406
ORE_sd_F_B3_7752_1,ORE,sd,f,B3,7752,2.301927343
ORE_sd_F_B3_7752_2,ORE,sd,f,B3,7752,2.240806244
ORE_sd_F_B3_7752_3,ORE,sd,f,B3,7752,2.187942976
ORE_sd_F_B3_7752_4,ORE,sd,f,B3,7752,2.203798324
ORE_sd_F_B3_7752_5,ORE,sd,f,B3,7752,2.386340489
ORE_sd_F_B3_7752_6,ORE,sd,f,B3,7752,2.282013405
ORE_sd_F_B3_7840_1,ORE,sd,f,B3,7840,2.1519419
ORE_sd_F_B3_7840_2,ORE,sd,f,B3,7840,2.280229212
ORE_sd_F_B3_7840_3,ORE,sd,f,B3,7840,2.170209158
ORE_sd_F_B3_7840_4,ORE,sd,f,B3,7840,2.137447852
ORE_sd_F_B3_7840_5,ORE,sd,f,B3,7840,2.204140351
ORE_sd_F_B3_7840_6,ORE,sd,f,B3,7840,2.09256373
