Stock_Number,Deletion,Rxn_Norm,Chromosome,Background,Block,Numeric_Phenotype,Deletion_Set,Gene
6236,CONTROL,sd[E3],2L,SAM,1,6,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,1,6,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,1,6,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,1,6,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,1,6,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,1,6,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,7,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,6,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,6,Exelixis,wg
6236,CONTROL,sd[E3],2L,SAM,3,6,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,1,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,1,3,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,1,3,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,1,2,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,1,2,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,1,2,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,1,2,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,1,2,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,1,1,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,1,1,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,3,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,3,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,3,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,3,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,ORE,3,3,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,1,6,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,1,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,1,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,1,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,1,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,1,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,1,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,1,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,1,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,1,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,5,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,4,Exelixis,wg
7503,Df(2L)Exel6017,sd[E3] X Df(wg),2L,SAM,3,4,Exelixis,wg
6326,CONTROL,sd[E3],,ORE,1,5,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,5,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,5,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,5,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,5,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,5,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,1,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,5,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,ORE,3,4,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,6,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,6,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,6,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,6,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,6,BSC,yki
6326,CONTROL,sd[E3],,SAM,1,6,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,7,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,6,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,6,BSC,yki
6326,CONTROL,sd[E3],,SAM,3,6,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,1,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,1,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,1,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,1,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,1,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,1,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,1,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,1,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,3,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,3,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,3,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,3,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,3,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,3,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,3,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,ORE,3,3,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,1,6,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,1,6,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,1,6,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,1,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,1,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,1,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,6,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,6,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,5,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,4,BSC,yki
24380,Df(2R)BSC356,sd[E3] X Df(yki),2R,SAM,3,4,BSC,yki
5905,Control,sd[E3],2R,ORE,2,6,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,6,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,2,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,3,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,5,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,6,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,5,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,4,DrosDel,vg
5905,Control,sd[E3],2R,ORE,6,4,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,2,5,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,3,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,5,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,7,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,6,DrosDel,vg
5905,Control,sd[E3],2R,SAM,6,6,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,2,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,2,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,2,5,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,2,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,2,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,2,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,2,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,3,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,3,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,3,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,3,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,3,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,5,4,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,5,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,5,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,5,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,5,3,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,5,2,DrosDel,vg
9268,Df(2R)ED2308,sd[E3] X DrosDel[Df(vg)],2R,ORE,6,4,DrosDel,vg
